Q,Q_monotone,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
20,20,3,3,4,4,5,6,6,6,6,6,6,6,6,6,6
20,20,3,4,4,4,5,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6
20,20,3,3,3,5,5,6,6,6,6,6,6,6,6,6,6
20,20,2,3,4,5,5,6,6,6,6,6,6,6,6,6,6
21,21,3,3,4,5,5,6,6,6,6,6,6,6,6,6,6
20,20,2,4,4,5,5,6,6,6,6,6,6,6,6,6,6
21,21,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6
20,20,2,3,5,5,5,6,6,6,6,6,6,6,6,6,6
21,21,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6
20,20,2,4,5,5,5,6,6,6,6,6,6,6,6,6,6
20,20,3,4,5,5,5,6,6,6,6,6,6,6,6,6,6
21,21,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6
20,20,1,5,5,5,5,6,6,6,6,6,6,6,6,6,6
20,20,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6
21,21,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6
22,22,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6
21,21,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6
20,20,3,3,3,4,6,6,6,6,6,6,6,6,6,6,6
20,20,2,3,4,4,6,6,6,6,6,6,6,6,6,6,6
21,21,3,3,4,4,6,6,6,6,6,6,6,6,6,6,6
20,20,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6
21,21,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6
20,20,3,3,3,5,6,6,6,6,6,6,6,6,6,6,6
20,20,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6
21,21,3,3,4,5,6,6,6,6,6,6,6,6,6,6,6
20,20,2,4,4,5,6,6,6,6,6,6,6,6,6,6,6
20,20,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6
20,20,2,2,5,5,6,6,6,6,6,6,6,6,6,6,6
20,20,1,3,5,5,6,6,6,6,6,6,6,6,6,6,6
21,21,2,3,5,5,6,6,6,6,6,6,6,6,6,6,6
21,21,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6
20,20,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6
20,20,2,4,5,5,6,6,6,6,6,6,6,6,6,6,6
21,21,3,4,5,5,6,6,6,6,6,6,6,6,6,6,6
22,22,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6
20,20,0,5,5,5,6,6,6,6,6,6,6,6,6,6,6
21,21,1,5,5,5,6,6,6,6,6,6,6,6,6,6,6
21,21,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6
22,22,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6
22,22,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6
22,22,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
20,20,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6
20,20,2,3,4,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6
21,21,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6
20,20,1,4,5,6,6,6,6,6,6,6,6,6,6,6,6
20,20,2,4,5,6,6,6,6,6,6,6,6,6,6,6,6
21,21,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6
21,21,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6
20,20,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6
21,21,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6
22,22,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6
21,21,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6
21,21,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6
22,22,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6
21,21,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
21,21,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
22,22,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
22,22,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
22,22,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
20,20,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7
20,20,4,5,6,6,6,6,6,6,7,7,7,7,7,7,7
20,20,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
